title	type	url_slug	venue	date	location	talk_url	description
Machine Learning at Scale	Google DevFest	talk-1	ADA University	2023-11-04	Baku, Azerbaijan	https://gdg.community.dev/events/details/google-gdg-baku-presents-devfest-2023-baku/	This is a description of your talk, which is a markdown files that can be all markdown-ified like any other post. Yay markdown!
